Base Price,Price Tax Included,Name,Supplier,Image URL,Url
15.71,1,Mały programista. Kurs video. Programowanie gier w Scratch 2.0,Agnieszka Borkowska,https://static01.helion.com.pl/global/okladki/145x218/vmapro.png,"https://helion.pl/ksiazki/maly-programista-kurs-video-programowanie-gier-w-scratch-2-0-agnieszka-borkowska,vmapro.htm#format/w"
15.71,1,Unity. Sztuczki przyspieszające pracę w edytorze. Kurs video,Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/vunisz.png,"https://helion.pl/ksiazki/unity-sztuczki-przyspieszajace-prace-w-edytorze-kurs-video-arkadiusz-brzegowy,vunisz.htm#format/w"
35.60,1,PHP 8. Kurs video. Piszemy pierwsze skrypty! Poziom podstawowy,Jarosław Baca,https://static01.helion.com.pl/global/okladki/145x218/vphp8v.png,"https://helion.pl/ksiazki/php-8-kurs-video-piszemy-pierwsze-skrypty-poziom-podstawowy-jaroslaw-baca,vphp8v.htm#format/w"
31.05,1,Twoja pierwsza gra 3D w Unity 2020. Kurs video. Przenieś grę na URP!,Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/vtpgu3.png,"https://helion.pl/ksiazki/twoja-pierwsza-gra-3d-w-unity-2020-kurs-video-przenies-gre-na-urp-arkadiusz-brzegowy,vtpgu3.htm#format/w"
26.55,1,Spring. Kurs video. Poziom pierwszy. Prosty sposób na zaawansowane aplikacje,Dobromir Matusiewicz,https://static01.helion.com.pl/global/okladki/145x218/vsprku.png,"https://helion.pl/ksiazki/spring-kurs-video-poziom-pierwszy-prosty-sposob-na-zaawansowane-aplikacje-dobromir-matusiewicz,vsprku.htm#format/w"
44.55,1,Ruby on Rails (RoR). Kurs video. Programowanie aplikacji internetowych,Jacek Galanciak,https://static01.helion.com.pl/global/okladki/145x218/vrubra.png,"https://helion.pl/ksiazki/ruby-on-rails-ror-kurs-video-programowanie-aplikacji-internetowych-jacek-galanciak,vrubra.htm#format/w"
31.05,1,E-learning z Moodle. Kurs video. Poziom pierwszy. Tworzenie i obsługa platformy szkoleniowej,Piotr Brzózka,https://static01.helion.com.pl/global/okladki/145x218/vmood1.png,"https://helion.pl/ksiazki/e-learning-z-moodle-kurs-video-poziom-pierwszy-tworzenie-i-obsluga-platformy-szkoleniowej-piotr-brzozka,vmood1.htm#format/w"
17.95,1,PowerPoint 2013. Kurs video. Poziom pierwszy. Tworzenie profesjonalnej prezentacji,"Aleksandra Tomaszewska ",https://static01.helion.com.pl/global/okladki/145x218/vmppv1.png,"https://helion.pl/ksiazki/powerpoint-2013-kurs-video-poziom-pierwszy-tworzenie-profesjonalnej-prezentacji-aleksandra-tomaszewska,vmppv1.htm#format/w"
31.05,1,Microsoft Project 2013. Kurs video. Poziom drugi. Zaawansowane techniki zarządzania projektami,Sebastian Wilczewski,https://static01.helion.com.pl/global/okladki/145x218/vmpro2.png,"https://helion.pl/ksiazki/microsoft-project-2013-kurs-video-poziom-drugi-zaawansowane-techniki-zarzadzania-projektami-sebastian-wilczewski,vmpro2.htm#format/w"
26.55,1,CorelDRAW X7. Kurs video. Projektowanie identyfikacji wizualnej firmy,Monika Popiołkiewicz,https://static01.helion.com.pl/global/okladki/145x218/vcox7p.png,"https://helion.pl/ksiazki/coreldraw-x7-kurs-video-projektowanie-identyfikacji-wizualnej-firmy-monika-popiolkiewicz,vcox7p.htm#format/w"
31.05,1,Ruby. Kurs video. Poziom pierwszy. Podstawy języka i praktyczne przykłady,Jacek Galanciak,https://static01.helion.com.pl/global/okladki/145x218/vruby.png,"https://helion.pl/ksiazki/ruby-kurs-video-poziom-pierwszy-podstawy-jezyka-i-praktyczne-przyklady-jacek-galanciak,vruby.htm#format/w"
31.05,1,Microsoft Project 2013. Kurs video. Poziom pierwszy. Podstawy zarządzania projektami,Sebastian Wilczewski,https://static01.helion.com.pl/global/okladki/145x218/msprop.png,"https://helion.pl/ksiazki/microsoft-project-2013-kurs-video-poziom-pierwszy-podstawy-zarzadzania-projektami-sebastian-wilczewski,msprop.htm#format/w"
35.55,1,ASP.NET MVC. Kurs video. Poziom pierwszy. Programowanie aplikacji internetowych,Marek Stabla,https://static01.helion.com.pl/global/okladki/145x218/aspnet.png,"https://helion.pl/ksiazki/asp-net-mvc-kurs-video-poziom-pierwszy-programowanie-aplikacji-internetowych-marek-stabla,aspnet.htm#format/w"
26.55,1,CSS3. Kurs video. Poziom pierwszy. Nowoczesne i stylowe strony WWW,Tomasz Kowalski,https://static01.helion.com.pl/global/okladki/145x218/csspod.png,"https://helion.pl/ksiazki/css3-kurs-video-poziom-pierwszy-nowoczesne-i-stylowe-strony-www-tomasz-kowalski,csspod.htm#format/w"
31.05,1,AutoCAD LT 2015. Kurs video. Poziom pierwszy. Podstawy projektowania 2D,Kamil Przybyliński,https://static01.helion.com.pl/global/okladki/145x218/vaclt1.png,"https://helion.pl/ksiazki/autocad-lt-2015-kurs-video-poziom-pierwszy-podstawy-projektowania-2d-kamil-przybylinski,vaclt1.htm#format/w"
22.05,1,Unity. Kurs video. Tworzenie gry 2D,Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/vunity.png,"https://helion.pl/ksiazki/unity-kurs-video-tworzenie-gry-2d-arkadiusz-brzegowy,vunity.htm#format/w"
26.55,1,Unity 2019. Kurs wideo. Wyścigi 2D - ostatnie szlify,Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/vuniwy.png,"https://helion.pl/ksiazki/unity-2019-kurs-wideo-wyscigi-2d-ostatnie-szlify-arkadiusz-brzegowy,vuniwy.htm#format/w"
79.00,1,Programowanie z Minecraft dla dzieci. Kurs video. Język Lua od podstaw,Urszula Wiejak,https://static01.helion.com.pl/global/okladki/145x218/vprmid.png,"https://helion.pl/ksiazki/programowanie-z-minecraft-dla-dzieci-kurs-video-jezyk-lua-od-podstaw-urszula-wiejak-adrian-wojciechowski,vprmid.htm#format/w"
31.60,1,PHP 7.3. Kurs video. Tworzenie bezpiecznej strony typu e-commerce,Kamil Monicz,https://static01.helion.com.pl/global/okladki/145x218/vtbsec.png,"https://helion.pl/ksiazki/php-7-3-kurs-video-tworzenie-bezpiecznej-strony-typu-e-commerce-kamil-monicz,vtbsec.htm#format/w"
22.05,1,RxJava. Kurs video. Programowanie reaktywne,Michał Szczepanik,https://static01.helion.com.pl/global/okladki/145x218/vrxjpr.png,"https://helion.pl/ksiazki/rxjava-kurs-video-programowanie-reaktywne-michal-szczepanik,vrxjpr.htm#format/w"
8.96,1,"Funkcja wykładnicza, logarytmy i ciągi. Jak zdać maturę z matematyki? Kurs video. Poziom podstawowy",Denis Aleksa,https://static01.helion.com.pl/global/okladki/145x218/vjakpf.png,"https://helion.pl/ksiazki/funkcja-wykladnicza-logarytmy-i-ciagi-jak-zdac-mature-z-matematyki-kurs-video-poziom-podstawowy-denis-aleksa,vjakpf.htm#format/w"
8.96,1,"Liczby rzeczywiste, logika i zbiory. Jak zdać maturę z matematyki? Kurs video. Poziom podstawowy",Denis Aleksa,https://static01.helion.com.pl/global/okladki/145x218/vjakpl.png,"https://helion.pl/ksiazki/liczby-rzeczywiste-logika-i-zbiory-jak-zdac-mature-z-matematyki-kurs-video-poziom-podstawowy-denis-aleksa,vjakpl.htm#format/w"
8.96,1,Stereometria. Jak zdać maturę z matematyki? Kurs video. Poziom podstawowy,Denis Aleksa,https://static01.helion.com.pl/global/okladki/145x218/vjapst.png,"https://helion.pl/ksiazki/stereometria-jak-zdac-mature-z-matematyki-kurs-video-poziom-podstawowy-denis-aleksa,vjapst.htm#format/w"
40.05,1,Asynchroniczne REST API w Pythonie. Kurs video. Tworzenie aplikacji w aiohttp,Tomasz Trębski,https://static01.helion.com.pl/global/okladki/145x218/vaioht.png,"https://helion.pl/ksiazki/asynchroniczne-rest-api-w-pythonie-kurs-video-tworzenie-aplikacji-w-aiohttp-tomasz-trebski,vaioht.htm#format/w"
44.55,1,OpenGL. Kurs video. Wprowadzenie do programowania grafiki komputerowej,Krzysztof Szenk,https://static01.helion.com.pl/global/okladki/145x218/vmoopg.png,"https://helion.pl/ksiazki/opengl-kurs-video-wprowadzenie-do-programowania-grafiki-komputerowej-krzysztof-szenk,vmoopg.htm#format/w"
26.55,1,Unity. Kurs video. Od programisty do twórcy gier RPG,Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/vurpg.png,"https://helion.pl/ksiazki/unity-kurs-video-od-programisty-do-tworcy-gier-rpg-arkadiusz-brzegowy,vurpg.htm#format/w"
44.55,1,Niemiecki dla specjalistów IT. Kurs video. Poziom drugi - średnio zaawansowany. Doskonalenie kompetencji komunikacyjnych,Rafał Tondera,https://static01.helion.com.pl/global/okladki/145x218/vniit2.png,"https://helion.pl/ksiazki/niemiecki-dla-specjalistow-it-kurs-video-poziom-drugi-srednio-zaawansowany-doskonalenie-kompete-rafal-tondera,vniit2.htm#format/w"
44.55,1,Java na serwerze - kurs przetrwania.  Obóz drugi. Od serwletów do Spring Boota,Jarosław Ratajski,https://static01.helion.com.pl/global/okladki/145x218/vjava2.png,"https://helion.pl/ksiazki/java-na-serwerze-kurs-przetrwania-oboz-drugi-od-serwletow-do-spring-boota-jaroslaw-ratajski,vjava2.htm#format/w"
22.05,1,Android Studio. Kurs video. Narzędzia Android developera,Michał Szczepanik,https://static01.helion.com.pl/global/okladki/145x218/vpnand.png,"https://helion.pl/ksiazki/android-studio-kurs-video-narzedzia-android-developera-michal-szczepanik,vpnand.htm#format/w"
15.71,1,"Unity. Kurs video. 10 gotowych rozwiązań, które przydadzą się w każdej grze",Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/vungot.png,"https://helion.pl/ksiazki/unity-kurs-video-10-gotowych-rozwiazan-ktore-przydadza-sie-w-kazdej-grze-arkadiusz-brzegowy,vungot.htm#format/w"
40.05,1,Podstawy programowania w Javie. Kurs video. Poziom pierwszy. Stwórz swoją pierwszą grę konsolową,Jakub Zagórski,https://static01.helion.com.pl/global/okladki/145x218/vnaprj.png,"https://helion.pl/ksiazki/podstawy-programowania-w-javie-kurs-video-poziom-pierwszy-stworz-swoja-pierwsza-gre-konsolowa-jakub-zagorski,vnaprj.htm#format/w"
31.05,1,SEO. Kurs video. Poziom drugi. Strategie pozycjonowania i techniki pracy,Dominik Piestrzyński,https://static01.helion.com.pl/global/okladki/145x218/vseop2.png,"https://helion.pl/ksiazki/seo-kurs-video-poziom-drugi-strategie-pozycjonowania-i-techniki-pracy-dominik-piestrzynski,vseop2.htm#format/w"
26.55,1,Java RESTful API z wykorzystaniem Hibernate. Kurs video. Poziom pierwszy. Tworzenie panelu administracyjnego,Łukasz Dusza,https://static01.helion.com.pl/global/okladki/145x218/varapr.png,"https://helion.pl/ksiazki/java-restful-api-z-wykorzystaniem-hibernate-kurs-video-poziom-pierwszy-tworzenie-panelu-administra-lukasz-dusza,varapr.htm#format/w"
26.55,1,Ruby on Rails. Kurs video. Wdrażanie (deployment) na własne serwery i chmurę,Jacek Galanciak,https://static01.helion.com.pl/global/okladki/145x218/vwaror.png,"https://helion.pl/ksiazki/ruby-on-rails-kurs-video-wdrazanie-deployment-na-wlasne-serwery-i-chmure-jacek-galanciak,vwaror.htm#format/w"
40.05,1,Java na serwerze - kurs przetrwania. Obóz pierwszy,Jarosław Ratajski,https://static01.helion.com.pl/global/okladki/145x218/vjavs1.png,"https://helion.pl/ksiazki/java-na-serwerze-kurs-przetrwania-oboz-pierwszy-jaroslaw-ratajski,vjavs1.htm#format/w"
134.55,1,Sterowniki Siemens. Kurs video. Programowanie PLC w praktyce,Tomasz Gilewski,https://static01.helion.com.pl/global/okladki/145x218/vsteps.png,"https://helion.pl/ksiazki/sterowniki-siemens-kurs-video-programowanie-plc-w-praktyce-tomasz-gilewski,vsteps.htm#format/w"
31.05,1,ASP.NET Core MVC. Kurs video. Poziom drugi. Programowanie nowoczesnych aplikacji internetowych,Dawid Borycki,https://static01.helion.com.pl/global/okladki/145x218/vasmv2.png,"https://helion.pl/ksiazki/asp-net-core-mvc-kurs-video-poziom-drugi-programowanie-nowoczesnych-aplikacji-internetowych-dawid-borycki,vasmv2.htm#format/w"
26.55,1,Spring Security. Kurs video. Skuteczne metody zabezpieczeń aplikacji,Dobromir Matusiewicz,https://static01.helion.com.pl/global/okladki/145x218/vsprse.png,"https://helion.pl/ksiazki/spring-security-kurs-video-skuteczne-metody-zabezpieczen-aplikacji-dobromir-matusiewicz,vsprse.htm#format/w"
20.20,1,Unity. Publikacja gry w AppStore i Windows Store. Kurs video,Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/vunpub.png,"https://helion.pl/ksiazki/unity-publikacja-gry-w-appstore-i-windows-store-kurs-video-arkadiusz-brzegowy,vunpub.htm#format/w"
26.55,1,Unity. Kurs video. Poziom trzeci. Tworzenie gry 2D i publikacja w Google Play,Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/vunit3.png,"https://helion.pl/ksiazki/unity-kurs-video-poziom-trzeci-tworzenie-gry-2d-i-publikacja-w-google-play-arkadiusz-brzegowy,vunit3.htm#format/w"
44.55,1,C++. Kurs video. Poziom drugi. Programowanie obiektowe. Pisanie własnych klas,Jarosław Baca,https://static01.helion.com.pl/global/okladki/145x218/vcpp2v.png,"https://helion.pl/ksiazki/c-kurs-video-poziom-drugi-programowanie-obiektowe-pisanie-wlasnych-klas-jaroslaw-baca,vcpp2v.htm#format/w"
304.00,1,Administrowanie sieciami Cisco. Kurs video. Przygotowanie do egzaminu CCNA/ICND2 200-105,Adam Józefiok,https://static01.helion.com.pl/global/okladki/145x218/vadcis.png,"https://helion.pl/ksiazki/administrowanie-sieciami-cisco-kurs-video-przygotowanie-do-egzaminu-ccna-icnd2-200-105-adam-jozefiok,vadcis.htm#format/w"
161.79,1,Receptura na Python. Kurs Video. 54 praktyczne porady dla programistów,Karol Kurek,https://static01.helion.com.pl/global/okladki/145x218/v50ppu.png,"https://helion.pl/ksiazki/receptura-na-python-kurs-video-54-praktyczne-porady-dla-programistow-karol-kurek,v50ppu.htm#format/w"
129.27,1,SQL. Kurs video. Kompendium wiedzy na podstawie MySQL,Piotr Chudzik,https://static01.helion.com.pl/global/okladki/145x218/vsqlkp.png,"https://helion.pl/ksiazki/sql-kurs-video-kompendium-wiedzy-na-podstawie-mysql-piotr-chudzik,vsqlkp.htm#format/w"
15.71,1,CorelDRAW X7. Kurs video. Sztuczki i gotowe rozwiązania,Monika Popiołkiewicz,https://static01.helion.com.pl/global/okladki/145x218/vcdrx7.png,"https://helion.pl/ksiazki/coreldraw-x7-kurs-video-sztuczki-i-gotowe-rozwiazania-monika-popiolkiewicz,vcdrx7.htm#format/w"
26.55,1,Unity. Kurs video. Poziom drugi. Tworzenie gry 2D,Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/vunip2.png,"https://helion.pl/ksiazki/unity-kurs-video-poziom-drugi-tworzenie-gry-2d-arkadiusz-brzegowy,vunip2.htm#format/w"
35.55,1,SketchUp 2015. Kurs video. Poziom pierwszy. Podstawy modelowania 3D - dom i wnętrze,Dominik Gawroński,https://static01.helion.com.pl/global/okladki/145x218/vgoske.png,"https://helion.pl/ksiazki/sketchup-2015-kurs-video-poziom-pierwszy-podstawy-modelowania-3d-dom-i-wnetrze-dominik-gawronski,vgoske.htm#format/w"
15.60,1,Excel 2013. Kurs video. Sztuczki i gotowe rozwiązania,Daniel Brzózka,https://static01.helion.com.pl/global/okladki/145x218/vextri.png,"https://helion.pl/ksiazki/excel-2013-kurs-video-sztuczki-i-gotowe-rozwiazania-daniel-brzozka,vextri.htm#format/w"
15.60,1,Oświetlenie portretowe. Warsztaty ze Scottem Kelbym. Kurs video,Scott Kelby,https://static01.helion.com.pl/global/okladki/145x218/voswpo.png,"https://helion.pl/ksiazki/oswietlenie-portretowe-warsztaty-ze-scottem-kelbym-kurs-video-scott-kelby,voswpo.htm#format/w"
31.05,1,Drupal 7. Kurs video. Poziom pierwszy. Szybkie tworzenie stron internetowych,Sławomir Szulczewski,https://static01.helion.com.pl/global/okladki/145x218/drup1v.png,"https://helion.pl/ksiazki/drupal-7-kurs-video-poziom-pierwszy-szybkie-tworzenie-stron-internetowych-slawomir-szulczewski,drup1v.htm#format/w"
31.05,1,Adobe Premiere Pro. Kurs video. Poziom pierwszy. Najważniejsze techniki montażu video,Bartosz Bartczak,https://static01.helion.com.pl/global/okladki/145x218/prepop.png,"https://helion.pl/ksiazki/adobe-premiere-pro-kurs-video-poziom-pierwszy-najwazniejsze-techniki-montazu-video-bartosz-bartczak,prepop.htm#format/w"
44.55,1,AutoCAD LT 2015. Kurs video. Poziom drugi. Zaawansowane projektowanie 2D,Kamil Przybyliński,https://static01.helion.com.pl/global/okladki/145x218/vaclt2.png,"https://helion.pl/ksiazki/autocad-lt-2015-kurs-video-poziom-drugi-zaawansowane-projektowanie-2d-kamil-przybylinski,vaclt2.htm#format/w"
23.60,1,Twoja pierwsza gra 3D w Unity 2020. Kurs video. Tower Defence - prototyp od podstaw,Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/vun3d1.png,"https://helion.pl/ksiazki/twoja-pierwsza-gra-3d-w-unity-2020-kurs-video-tower-defence-prototyp-od-podstaw-arkadiusz-brzegowy,vun3d1.htm#format/w"
58.05,1,Apache Kafka. Kurs video. Wstęp do strumieniowego przetwarzania danych,Marcin Berendt,https://static01.helion.com.pl/global/okladki/145x218/vkafka.png,"https://helion.pl/ksiazki/apache-kafka-kurs-video-wstep-do-strumieniowego-przetwarzania-danych-marcin-berendt,vkafka.htm#format/w"
53.55,1,AutoCAD 2020. Kurs video. Podstawy zastosowania programu w architekturze i budownictwie,Piotr Polinceusz,https://static01.helion.com.pl/global/okladki/145x218/vac20p.png,"https://helion.pl/ksiazki/autocad-2020-kurs-video-podstawy-zastosowania-programu-w-architekturze-i-budownictwie-piotr-polinceusz,vac20p.htm#format/w"
47.60,1,Blockchain. Kurs video. Cyfrowa ewolucja w świecie finansów,Tomasz Waszczyk,https://static01.helion.com.pl/global/okladki/145x218/vwszdf.png,"https://helion.pl/ksiazki/blockchain-kurs-video-cyfrowa-ewolucja-w-swiecie-finansow-tomasz-waszczyk,vwszdf.htm#format/w"
26.55,1,Unreal Engine 4. Kurs video. Tworzenie gry Tower Defense dla początkujących,Karol Gaida,https://static01.helion.com.pl/global/okladki/145x218/vunen4.png,"https://helion.pl/ksiazki/unreal-engine-4-kurs-video-tworzenie-gry-tower-defense-dla-poczatkujacych-karol-gaida,vunen4.htm#format/w"
26.55,1,Unity 2019. Kurs video. Wyścigi 2D - rozbudowa gry,Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/vun19w.png,"https://helion.pl/ksiazki/unity-2019-kurs-video-wyscigi-2d-rozbudowa-gry-arkadiusz-brzegowy,vun19w.htm#format/w"
26.55,1,Unity 2019. Kurs video. Wyścigi 2D - budujemy prototyp,Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/vuni19.png,"https://helion.pl/ksiazki/unity-2019-kurs-video-wyscigi-2d-budujemy-prototyp-arkadiusz-brzegowy,vuni19.htm#format/w"
22.05,1,Testowanie aplikacji w React.js. Kurs video. Praca z biblioteką Jest.js,Krzysztof Komar,https://static01.helion.com.pl/global/okladki/145x218/vtesap.png,"https://helion.pl/ksiazki/testowanie-aplikacji-w-react-js-kurs-video-praca-z-biblioteka-jest-js-krzysztof-komar,vtesap.htm#format/w"
8.96,1,Pojęcie funkcji i funkcja liniowa. Jak zdać maturę z matematyki? Kurs video. Poziom podstawowy,Denis Aleksa,https://static01.helion.com.pl/global/okladki/145x218/vjakpo.png,"https://helion.pl/ksiazki/pojecie-funkcji-i-funkcja-liniowa-jak-zdac-mature-z-matematyki-kurs-video-poziom-podstawowy-denis-aleksa,vjakpo.htm#format/w"
8.96,1,Trygonometria. Jak zdać maturę z matematyki? Kurs video. Poziom podstawowy,Denis Aleksa,https://static01.helion.com.pl/global/okladki/145x218/vjakpt.png,"https://helion.pl/ksiazki/trygonometria-jak-zdac-mature-z-matematyki-kurs-video-poziom-podstawowy-denis-aleksa,vjakpt.htm#format/w"
8.96,1,Funkcja kwadratowa i funkcja wymierna. Jak zdać maturę z matematyki? Kurs video. Poziom podstawowy,Denis Aleksa,https://static01.helion.com.pl/global/okladki/145x218/vjakzd.png,"https://helion.pl/ksiazki/funkcja-kwadratowa-i-funkcja-wymierna-jak-zdac-mature-z-matematyki-kurs-video-poziom-podstawowy-denis-aleksa,vjakzd.htm#format/w"
35.55,1,Vue.js. Kurs video. Sprawne i szybkie pisanie aplikacji webowych,Jarosław Baca,https://static01.helion.com.pl/global/okladki/145x218/vvujev.png,"https://helion.pl/ksiazki/vue-js-kurs-video-sprawne-i-szybkie-pisanie-aplikacji-webowych-jaroslaw-baca,vvujev.htm#format/w"
31.05,1,Angielski w biznesie. Kurs video. Poziom drugi. Zaawansowane słownictwo biznesowe,Anna Lewoc,https://static01.helion.com.pl/global/okladki/145x218/vanbi2.png,"https://helion.pl/ksiazki/angielski-w-biznesie-kurs-video-poziom-drugi-zaawansowane-slownictwo-biznesowe-anna-lewoc,vanbi2.htm#format/w"
89.55,1,ArchiCAD 21. Kurs video. Poziom drugi. Nowe funkcje programu,Rafał Ślęk,https://static01.helion.com.pl/global/okladki/145x218/vaktua.png,"https://helion.pl/ksiazki/archicad-21-kurs-video-poziom-drugi-nowe-funkcje-programu-rafal-slek,vaktua.htm#format/w"
31.60,1,Django. Kurs video. Poziom pierwszy. Podstawy tworzenia aplikacji,Cezary Kaszuba,https://static01.helion.com.pl/global/okladki/145x218/vdjan1.png,"https://helion.pl/ksiazki/django-kurs-video-poziom-pierwszy-podstawy-tworzenia-aplikacji-cezary-kaszuba,vdjan1.htm#format/w"
31.60,1,Laravel. Kurs video. Poziom pierwszy. Programowanie aplikacji w PHP,Paweł Kamiński,https://static01.helion.com.pl/global/okladki/145x218/vpaila.png,"https://helion.pl/ksiazki/laravel-kurs-video-poziom-pierwszy-programowanie-aplikacji-w-php-pawel-kaminski,vpaila.htm#format/w"
44.55,1,Platforma Xamarin. Kurs video. Poziom drugi. Zaawansowane techniki tworzenia aplikacji cross-platform,Daniel Krzyczkowski,https://static01.helion.com.pl/global/okladki/145x218/vplax2.png,"https://helion.pl/ksiazki/platforma-xamarin-kurs-video-poziom-drugi-zaawansowane-techniki-tworzenia-aplikacji-cross-platform-daniel-krzyczkowski,vplax2.htm#format/w"
27.60,1,"TypeScript. Kurs video. Poziom pierwszy. Składnia, organizacja projektu, obiektowość i generyczność",Karol Rogowski,https://static01.helion.com.pl/global/okladki/145x218/vtypsc.png,"https://helion.pl/ksiazki/typescript-kurs-video-poziom-pierwszy-skladnia-organizacja-projektu-obiektowosc-i-generycznosc-karol-rogowski,vtypsc.htm#format/w"
26.55,1,jQuery. Kurs video. Poziom drugi. Interaktywne banery i funkcjonalne menu,Jarosław Baca,https://static01.helion.com.pl/global/okladki/145x218/vjque2.png,"https://helion.pl/ksiazki/jquery-kurs-video-poziom-drugi-interaktywne-banery-i-funkcjonalne-menu-jaroslaw-baca,vjque2.htm#format/w"
44.55,1,"Programowanie aplikacji mobilnych dla iOS z wykorzystaniem Xcode, Swift 3.0 i iOS 10 SDK. Kurs video. Poziom pierwszy",Dawid Borycki,https://static01.helion.com.pl/global/okladki/145x218/vios10.png,"https://helion.pl/ksiazki/programowanie-aplikacji-mobilnych-dla-ios-z-wykorzystaniem-xcode-swift-3-0-i-ios-10-sdk-kurs-video-dawid-borycki,vios10.htm#format/w"
22.05,1,"Gry Unity i Facebook. Efektywna integracja, budowanie zasięgu i popularności. Kurs video",Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/vgryuf.png,"https://helion.pl/ksiazki/gry-unity-i-facebook-efektywna-integracja-budowanie-zasiegu-i-popularnosci-kurs-video-arkadiusz-brzegowy,vgryuf.htm#format/w"
47.60,1,AngularJS. Kurs video. Czysty kod,Dariusz Kalbarczyk,https://static01.helion.com.pl/global/okladki/145x218/vanczk.png,"https://helion.pl/ksiazki/angularjs-kurs-video-czysty-kod-dariusz-kalbarczyk,vanczk.htm#format/w"
44.55,1,Adobe InDesign CC. Skład dokumentów elektronicznych. Kurs video,Paweł Zakrzewski,https://static01.helion.com.pl/global/okladki/145x218/vindp3.png,"https://helion.pl/ksiazki/adobe-indesign-cc-sklad-dokumentow-elektronicznych-kurs-video-pawel-zakrzewski,vindp3.htm#format/w"
304.00,1,Administrowanie sieciami Cisco. Kurs video. Przygotowanie do egzaminu CCNA/ICND1 100-105,Adam Józefiok,https://static01.helion.com.pl/global/okladki/145x218/vascis.png,"https://helion.pl/ksiazki/administrowanie-sieciami-cisco-kurs-video-przygotowanie-do-egzaminu-ccna-icnd1-100-105-adam-jozefiok,vascis.htm#format/w"
17.55,1,Adobe Photoshop Lightroom 6. Kurs video. Sztuczki i gotowe rozwiązania,Rafał Różalski,https://static01.helion.com.pl/global/okladki/145x218/vphlim.png,"https://helion.pl/ksiazki/adobe-photoshop-lightroom-6-kurs-video-sztuczki-i-gotowe-rozwiazania-rafal-rozalski,vphlim.htm#format/w"
35.55,1,Adobe InDesign CC. Kurs video. Poziom drugi. Automatyzacja pracy i zaawansowane techniki składu,Paweł Zakrzewski,https://static01.helion.com.pl/global/okladki/145x218/vincc2.png,"https://helion.pl/ksiazki/adobe-indesign-cc-kurs-video-poziom-drugi-automatyzacja-pracy-i-zaawansowane-techniki-skladu-pawel-zakrzewski,vincc2.htm#format/w"
31.05,1,"Drupal 7. Kurs video. Poziom drugi. Zaawansowane moduły, skórki i patche",Sławomir Szulczewski,https://static01.helion.com.pl/global/okladki/145x218/vdrup2.png,"https://helion.pl/ksiazki/drupal-7-kurs-video-poziom-drugi-zaawansowane-moduly-skorki-i-patche-slawomir-szulczewski,vdrup2.htm#format/w"
23.60,1,Joomla. Kurs video. Poziom pierwszy. Instalacja i rozbudowa witryny,Elżbieta Szejgis,https://static01.helion.com.pl/global/okladki/145x218/vjoom1.png,"https://helion.pl/ksiazki/joomla-kurs-video-poziom-pierwszy-instalacja-i-rozbudowa-witryny-elzbieta-szejgis,vjoom1.htm#format/w"
26.55,1,Gimp. Kurs video. Poziom pierwszy. Podstawy tworzenia projektów,Jarosław Baca,https://static01.helion.com.pl/global/okladki/145x218/gimp1p.png,"https://helion.pl/ksiazki/gimp-kurs-video-poziom-pierwszy-podstawy-tworzenia-projektow-jaroslaw-baca,gimp1p.htm#format/w"
31.05,1,Adobe Photoshop CC. Kurs video. Poziom drugi. Zaawansowane techniki i triki dla każdego,Andrzej Günther,https://static01.helion.com.pl/global/okladki/145x218/phccz2.png,"https://helion.pl/ksiazki/adobe-photoshop-cc-kurs-video-poziom-drugi-zaawansowane-techniki-i-triki-dla-kazdego-andrzej-gunther,phccz2.htm#format/w"
26.55,1,SEO. Kurs video. Poziom pierwszy. Pozycjonowanie i optymalizacja stron WWW,Dominik Piestrzyński,https://static01.helion.com.pl/global/okladki/145x218/seopoz.png,"https://helion.pl/ksiazki/seo-kurs-video-poziom-pierwszy-pozycjonowanie-i-optymalizacja-stron-www-dominik-piestrzynski,seopoz.htm#format/w"
22.05,1,Unity. Kurs video. Poziom drugi. Tworzenie gier komputerowych 3D,Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/unit2v.png,"https://helion.pl/ksiazki/unity-kurs-video-poziom-drugi-tworzenie-gier-komputerowych-3d-arkadiusz-brzegowy,unit2v.htm#format/w"
